ts_close_iso,timeframe,symbol,btc_symbol,close_alt,close_btc,ratio,z,z_window,dp6h,dp12h,atr_ratio,qv_24h,vol_surge_mult,mom,breadth,universe_n,top_n,in_cands,pairs_signal
2025-08-12 12:48:00 UTC,1h,CGPT-USDT,BTC-USDT,0.09943,118947.9,8.359121935e-07,,30,0.0322882,0.0171867,0.0154021,700933,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CHESS-USDT,BTC-USDT,0.074,118947.9,6.221211135e-07,,30,0.0496454,0.0205489,0.0180888,790819,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CHILLGUY-USDT,BTC-USDT,0.05461,118947.9,4.591085677e-07,,30,0.0154332,0.0141133,0.0224318,1.66187e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CHR-USDT,BTC-USDT,0.0951,118947.9,7.995097013e-07,,30,0.0303359,0.0182013,0.0132192,1.98222e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CHZ-USDT,BTC-USDT,0.04201,118947.9,3.531798376e-07,,30,0.0196602,0.0196602,0.0103037,2.20057e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CKB-USDT,BTC-USDT,0.005502,118947.9,4.62555455e-08,,30,0.0153165,-0.000907935,0.0131511,718121,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,COINX-USDT,BTC-USDT,327.04,118947.9,0.00274943904,,30,0.0251395,0.0223514,0.00402091,6.44577e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,COMP-USDT,BTC-USDT,52.09,118947.9,0.0004379228217,,30,0.0231782,0.0195733,0.0123413,5.36954e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,COOKIE-USDT,BTC-USDT,0.1495,118947.9,1.25685279e-06,,30,0.0289057,0.011502,0.0205925,7.02628e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CORE-USDT,BTC-USDT,0.4882,118947.9,4.104317941e-06,,30,0.0215526,0.0168715,0.010271,2.08552e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,COS-USDT,BTC-USDT,0.003421,118947.9,2.876049094e-08,,30,0.0175491,0.0115316,0.0111496,473427,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,COTI-USDT,BTC-USDT,0.05392,118947.9,4.533077087e-07,,30,0.028615,0.0156338,0.013724,496712,0,0,0.556818,465,4,0,HOLD
