ts,param,value,equity_end,profit_factor,max_dd,monotonicity,trades,elapsed_sec,yaml
2025-08-24T22:20:15,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|70.0|8.0,56.708246,0.917443,-0.614078,-0.043056,375,37.775057792663574,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_70p0_8p0.yaml
2025-08-24T22:20:49,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|70.0|10.0,56.708246,0.917443,-0.614078,-0.043056,375,34.310450315475464,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_70p0_10p0.yaml
2025-08-24T22:21:26,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|80.0|6.0,104.512703,1.007051,-0.464318,0.003513,380,36.707947731018066,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_80p0_6p0.yaml
2025-08-24T22:22:02,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|80.0|8.0,104.512703,1.007051,-0.464318,0.003513,380,36.661431074142456,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_80p0_8p0.yaml
2025-08-24T22:22:41,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|80.0|10.0,104.512703,1.007051,-0.464318,0.003513,380,38.68409609794617,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_80p0_10p0.yaml
2025-08-24T22:23:19,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|90.0|6.0,51.840123,0.935799,-0.747276,-0.033165,411,38.27732872962952,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_90p0_6p0.yaml
2025-08-24T22:23:56,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|90.0|8.0,51.840123,0.935799,-0.747276,-0.033165,411,36.30219793319702,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_90p0_8p0.yaml
2025-08-24T22:24:34,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|90.0|10.0,51.840123,0.935799,-0.747276,-0.033165,411,38.49905014038086,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_90p0_10p0.yaml
2025-08-24T22:25:09,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|70.0|6.0,56.708246,0.917443,-0.614078,-0.043056,375,34.56584143638611,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_70p0_6p0.yaml
2025-08-24T22:25:44,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|70.0|8.0,56.708246,0.917443,-0.614078,-0.043056,375,35.4771409034729,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_70p0_8p0.yaml
2025-08-24T22:26:21,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|70.0|10.0,56.708246,0.917443,-0.614078,-0.043056,375,36.62199330329895,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_70p0_10p0.yaml
2025-08-24T22:26:58,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|80.0|6.0,104.512703,1.007051,-0.464318,0.003513,380,36.56653594970703,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_80p0_6p0.yaml
2025-08-24T22:27:34,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|80.0|8.0,104.512703,1.007051,-0.464318,0.003513,380,36.19316911697388,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_80p0_8p0.yaml
2025-08-24T22:28:12,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|80.0|10.0,104.512703,1.007051,-0.464318,0.003513,380,38.47935676574707,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_80p0_10p0.yaml
2025-08-24T22:28:49,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|90.0|6.0,51.840123,0.935799,-0.747276,-0.033165,411,36.79917073249817,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_90p0_6p0.yaml
2025-08-24T22:29:28,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|90.0|8.0,51.840123,0.935799,-0.747276,-0.033165,411,39.17328095436096,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_90p0_8p0.yaml
2025-08-24T22:30:04,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0002|90.0|10.0,51.840123,0.935799,-0.747276,-0.033165,411,35.43147587776184,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0002_90p0_10p0.yaml
2025-08-24T22:30:40,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|70.0|6.0,39.522792,0.895324,-0.695794,-0.055229,390,36.50700616836548,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_70p0_6p0.yaml
2025-08-24T22:31:16,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|70.0|8.0,39.522792,0.895324,-0.695794,-0.055229,390,36.170738697052,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_70p0_8p0.yaml
2025-08-24T22:31:52,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|70.0|10.0,39.522792,0.895324,-0.695794,-0.055229,390,35.260607957839966,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_70p0_10p0.yaml
2025-08-24T22:32:27,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|80.0|6.0,30.883191,0.895324,-0.769864,-0.055229,390,35.28413462638855,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_80p0_6p0.yaml
2025-08-24T22:33:00,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|80.0|8.0,30.883191,0.895324,-0.769864,-0.055229,390,33.525370359420776,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_80p0_8p0.yaml
2025-08-24T22:33:37,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|80.0|10.0,30.883191,0.895324,-0.769864,-0.055229,390,36.24711298942566,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_80p0_10p0.yaml
2025-08-24T22:34:13,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|90.0|6.0,22.24359,0.895324,-0.839362,-0.055229,390,36.10212469100952,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_90p0_6p0.yaml
2025-08-24T22:34:49,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|90.0|8.0,22.24359,0.895324,-0.839362,-0.055229,390,36.10506272315979,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_90p0_8p0.yaml
2025-08-24T22:35:25,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0|90.0|10.0,22.24359,0.895324,-0.839362,-0.055229,390,35.87397813796997,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0_90p0_10p0.yaml
2025-08-24T22:36:00,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.001|0.0002|70.0|6.0,39.522792,0.895324,-0.695794,-0.055229,390,35.205427169799805,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p001_0p0002_70p0_6p0.yaml
